id,deleted,lastChangedAt,version
LmSession|84448504-6FFC-4264-AFBD-EB29CB7C1BEB,0,1685139988690,4
LmSession|89B1C6E3-FCF5-4178-85AE-455E02AE5AF7,0,1685469513242,107
LmSession|4B7A0531-C29D-4A75-AC99-A6588D658AD0,0,1685558090731,90
LmSession|5D2AA6A5-0F95-4EFA-9F6C-398E04BCE933,0,1685717628558,95
LmSession|6A46673A-D3FA-4F22-930C-3360BB607284,0,1686093116689,102
LmSession|FB9712BA-52F5-42B4-9822-852D41894219,0,1686336794850,56
LmSession|4993DF0B-4BD1-407D-88AC-F75697A6EC46,0,1687381993596,79
LmSession|607A7868-FE7A-4A15-BF2A-08A1FF6F9AA3,0,1688147214385,161
LmSession|ED954D46-69CA-46FC-B94E-456E9C54137D,0,1690324242171,135
LmSession|C70518C5-11B6-4D10-AB25-0818BDCC5EAF,0,1690391418823,117
LmSession|00A8E75F-D77A-46D6-8BE0-56DC9E8210F1,0,1692048617937,73
LmSession|0A146BF6-4845-413A-BD79-893D65461239,0,1692049340096,17
LmSession|9ED1C9EF-01D2-44B8-8096-AA16DAABF137,0,1692461621628,2
LmSession|1290A4FE-7689-47ED-9EDB-F966E1245B2D,0,1693251882540,110
LmSession|5778C985-BB4D-461D-AE33-F94BD3836020,0,1693319205644,1
LmSession|CF8C8993-6F50-4047-959F-C3AB0BD2FE47,0,1693330960628,53
LmSession|857516C3-E25D-4A1A-9A96-2E40282E9A44,0,1694014120370,48
LmSession|852D70D0-9018-4E29-A2CB-E515E31F2965,0,1694020052823,185
LmSession|5F88ED77-E634-4588-A652-9B2C514276B1,0,1694116961694,107
LmSession|7063B4B8-511C-4140-A543-64D9C18E6618,0,1695482930563,2
LmSession|AAAD5766-7B89-4936-A421-B84F19D426A0,0,1696024806015,32
LmSession|EB52B3B5-9F06-4678-9697-A661C2D3FBC9,0,1698344896722,149
LmSession|8047BCA6-7700-4CFD-9275-800F7027B129,0,1699560485232,114
LmSessionStats|16e62bfe-7dc1-4898-A421-B84F19D426A0,0,1699683462628,44
LmSessionStats|16e62bfe-7dc1-4898-88C1-05E9C0F9F72D,0,1684703494882,187
LmSessionStats|16e62bfe-7dc1-4898-8BE0-56DC9E8210F1,0,1691516348874,93
LmSessionStats|16e62bfe-7dc1-4898-9EDB-F966E1245B2D,0,1696007170283,199
LmSessionStats|16e62bfe-7dc1-4898-BF2A-08A1FF6F9AA3,0,1688169193451,165
LmSessionStats|16e62bfe-7dc1-4898-B9BF-8B4FC90D7CBB,0,1684722568257,116
LmSessionStats|16e62bfe-7dc1-4898-A1CE-4EE2E857D8FF,0,1678833229172,102
LmSessionStats|16e62bfe-7dc1-4898-906B-FBA0D2B8080F,0,1683822160999,101
LmSessionStats|16e62bfe-7dc1-4898-A652-9B2C514276B1,0,1696812783689,164
LmSessionStats|16e62bfe-7dc1-4898-BECB-2CDB335D9399,0,1684348374639,133
LmSessionStats|16e62bfe-7dc1-4898-9275-800F7027B129,0,1702604350231,187
LmSessionStats|16e62bfe-7dc1-4898-83FC-9E579328EA6A,0,1689101219048,96
LmSessionStats|16e62bfe-7dc1-4898-8096-AA16DAABF137,0,1692461658424,98
LmSessionStats|16e62bfe-7dc1-4898-A0F8-3E6EBF31FC06,0,1682324114193,98
LmSessionStats|16e62bfe-7dc1-4898-AD08-37E158CC3AD9,0,1680649552080,85
LmSessionStats|16e62bfe-7dc1-4898-AB0F-59BE84ECBCC0,0,1680471747582,41
LmSessionStats|16e62bfe-7dc1-4898-88AC-F75697A6EC46,0,1687381940621,92
LmSessionStats|16e62bfe-7dc1-4898-9697-A661C2D3FBC9,0,1701012546786,158
LmSessionStats|16e62bfe-7dc1-4898-B94E-456E9C54137D,0,1690230297134,157
LmSessionStats|16e62bfe-7dc1-4898-9F6C-398E04BCE933,0,1685717408163,98
LmSessionStats|16e62bfe-7dc1-4898-9822-852D41894219,0,1686336609381,59
LmSessionStats|16e62bfe-7dc1-4898-AAAC-9195462B7A1C,0,1683328509602,104
LmSessionStats|16e62bfe-7dc1-4898-8C5B-7665D8D06CD2,0,1678662649463,36
LmSessionStats|16e62bfe-7dc1-4898-959F-C3AB0BD2FE47,0,1696015416243,143
LmSessionStats|16e62bfe-7dc1-4898-BD79-893D65461239,0,1692049341243,20
LmSessionStats|16e62bfe-7dc1-4898-BDEA-E97FFB197CE4,0,1676753045095,166
LmSessionStats|16e62bfe-7dc1-4898-8707-65D31950D7CE,0,1682972082116,96
LmSessionStats|16e62bfe-7dc1-4898-85AE-455E02AE5AF7,0,1685469501980,167
LmSessionStats|16e62bfe-7dc1-4898-BFFF-DFDC7F6F4A63,0,1682817500705,13
LmSessionStats|16e62bfe-7dc1-4898-AFBD-EB29CB7C1BEB,0,1685466435499,152
LmSessionStats|16e62bfe-7dc1-4898-930C-3360BB607284,0,1686202876256,48
LmSessionStats|16e62bfe-7dc1-4898-AB25-0818BDCC5EAF,0,1690329027677,120
LmSessionStats|16e62bfe-7dc1-4898-A2CB-E515E31F2965,0,1694019793913,243
LmSessionStats|16e62bfe-7dc1-4898-A841-62400D1D4A2D,0,1681220396933,129
LmSessionStats|16e62bfe-7dc1-4898-9A96-2E40282E9A44,0,1694014121284,56
LmSessionStats|16e62bfe-7dc1-4898-AE33-F94BD3836020,0,1693319221066,44
LmSessionStats|16e62bfe-7dc1-4898-AC99-A6588D658AD0,0,1685643794955,93
LmSessionStats|16e62bfe-7dc1-4898-806B-22F28FCB3804,0,1684691311070,144
LmSessionStats|16e62bfe-7dc1-4898-A543-64D9C18E6618,0,1695482942243,27
LmSessionStats|16e62bfe-7dc1-4898-AD96-D00B63A321C2,0,1684756265664,89
LmUser|16e62bfe-7dc1-4898-b77a-9cbf52917417,0,1703177064874,100
LmShot|fsg_d01769bbcce1_1674321768663,0,1674321781495,2
LmShot|fsg_d01769bbcce1_1674321802753,0,1674321812361,1
LmShot|fsg_d01769bbcce1_1674321835098,0,1674321843697,1
LmShot|fsg_d01769bbcce1_1674321898841,0,1674321908083,2
LmShot|fsg_d01769bbcce1_1674321925921,0,1674321985286,2
LmShot|fsg_d01769bbcce1_1674321960469,0,1674321985519,2
LmShot|fsg_d01769bbcce1_1674322071994,0,1674322081299,1
LmShot|fsg_d01769bbcce1_1674322132278,0,1674322140014,1
LmShot|fsg_d01769bbcce1_1674322291871,0,1674322299005,1
LmShot|fsg_d01769bbcce1_1674322345468,0,1674322353971,1
LmShot|fsg_d01769bbcce1_1674322377655,0,1674322386906,1
LmShot|fsg_d01769bbcce1_1674322415725,0,1676742782782,3
LmShot|fsg_d01769bbcce1_1674322441580,0,1674322447426,1
LmShot|fsg_d01769bbcce1_1674322483885,0,1674322491816,1
LmShot|fsg_d01769bbcce1_1674322539002,0,1674322548153,1
LmShot|fsg_d01769bbcce1_1674322585865,0,1674322595871,1
LmShot|fsg_d01769bbcce1_1674322616428,0,1674322626306,1
LmShot|fsg_d01769bbcce1_1674322648946,0,1674322658329,1
LmShot|fsg_d01769bbcce1_1674322680583,0,1674322689049,2
LmShot|fsg_d01769bbcce1_1674322707529,0,1676742763062,3
LmShot|fsg_d01769bbcce1_1674322764900,0,1676742804483,3
LmShot|fsg_d01769bbcce1_1674322884122,0,1674322894169,1
LmShot|fsg_d01769bbcce1_1674322913449,0,1674322924155,1
LmShot|fsg_d01769bbcce1_1674322951706,0,1674322960265,1
LmShot|fsg_d01769bbcce1_1674322982061,0,1674322992036,1
LmShot|fsg_d01769bbcce1_1674323014164,0,1674323022720,1
LmShot|fsg_d01769bbcce1_1674323040578,0,1674323049696,1
LmShot|fsg_d01769bbcce1_1674323082990,0,1674323093146,1
LmShot|fsg_d01769bbcce1_1674323115748,0,1674323125254,1
LmShot|fsg_d01769bbcce1_1674323148868,0,1674323157736,1
LmShot|fsg_d01769bbcce1_1674323206862,0,1674323217294,1
LmShot|fsg_d01769bbcce1_1674323322096,0,1674323331315,1
LmShot|fsg_d01769bbcce1_1674323351923,0,1674323362466,1
LmShot|fsg_d01769bbcce1_1674323451525,0,1674323460996,1
LmShot|fsg_d01769bbcce1_1674323495640,0,1674323631117,3
LmShot|fsg_d01769bbcce1_1674323532427,0,1674323544269,2
LmShot|fsg_d01769bbcce1_1674323583242,0,1674323592488,1
LmShot|fsg_d01769bbcce1_1674323734609,0,1674323744595,2
LmShot|fsg_d01769bbcce1_1674323888560,0,1674323899568,1
LmShot|fsg_d01769bbcce1_1676749012988,0,1676749022855,1
LmShot|fsg_d01769bbcce1_1676749088391,0,1676749094905,2
LmShot|fsg_d01769bbcce1_1676749127308,0,1676749133690,1
LmShot|fsg_d01769bbcce1_1676749156732,0,1676749167672,2
LmShot|fsg_d01769bbcce1_1676749218959,0,1676749229327,1
LmShot|fsg_d01769bbcce1_1676749296343,0,1676749303197,1
LmShot|fsg_d01769bbcce1_1676749331414,0,1676749340786,1
LmShot|fsg_d01769bbcce1_1676749356930,0,1676749363697,1
LmShot|fsg_d01769bbcce1_1676749386726,0,1676749396556,1
LmShot|fsg_d01769bbcce1_1676749442373,0,1676749453714,1
LmShot|fsg_d01769bbcce1_1676749479951,0,1676749489523,2
LmShot|fsg_d01769bbcce1_1676749516693,0,1676749525766,1
LmShot|fsg_d01769bbcce1_1676749550300,0,1676749556046,1
LmShot|fsg_d01769bbcce1_1676749584981,0,1676749593436,1
LmShot|fsg_d01769bbcce1_1676749618372,0,1676749628088,1
LmShot|fsg_d01769bbcce1_1676749746950,0,1676749756276,1
LmShot|fsg_d01769bbcce1_1676749791543,0,1676749815133,1
LmShot|fsg_d01769bbcce1_1676749820008,0,1676749830424,1
LmShot|fsg_d01769bbcce1_1676749855909,0,1676749866726,2
LmShot|fsg_d01769bbcce1_1676749889701,0,1676749900652,2
LmShot|fsg_d01769bbcce1_1676750025711,0,1676750035632,1
LmShot|fsg_d01769bbcce1_1676750064378,0,1676750071665,1
LmShot|fsg_d01769bbcce1_1676750094367,0,1676750102538,1
LmShot|fsg_d01769bbcce1_1676750204202,0,1676751127128,2
LmShot|fsg_d01769bbcce1_1676750234606,0,1676751127385,2
LmShot|fsg_d01769bbcce1_1676750547930,0,1676751127654,2
LmShot|fsg_d01769bbcce1_1676750575226,0,1676751127965,2
LmShot|fsg_d01769bbcce1_1676750675333,0,1676751128265,2
LmShot|fsg_d01769bbcce1_1676750712346,0,1676751128549,2
LmShot|fsg_d01769bbcce1_1676750784970,0,1676751128824,2
LmShot|fsg_d01769bbcce1_1676750810764,0,1676751129376,2
LmShot|fsg_d01769bbcce1_1676750844522,0,1676751129624,2
LmShot|fsg_d01769bbcce1_1676750989114,0,1676751129888,2
LmShot|fsg_d01769bbcce1_1676751009683,0,1676751130151,2
LmShot|fsg_d01769bbcce1_1676751063807,0,1676751130396,2
LmShot|fsg_d01769bbcce1_1676751155092,0,1676751163923,1
LmShot|fsg_d01769bbcce1_1676751193999,0,1676751249943,2
LmShot|fsg_d01769bbcce1_1676751467311,0,1676751480100,2
LmShot|fsg_d01769bbcce1_1676751565380,0,1676751575517,1
LmShot|fsg_d01769bbcce1_1676751606527,0,1676751614757,2
LmShot|fsg_d01769bbcce1_1676751638029,0,1676751646790,1
LmShot|fsg_d01769bbcce1_1676751670786,0,1676751679326,2
LmShot|fsg_d01769bbcce1_1676751714542,0,1676751722437,2
LmShot|fsg_d01769bbcce1_1676751748718,0,1676751888723,2
LmShot|fsg_d01769bbcce1_1676751809740,0,1676751889475,2
LmShot|fsg_d01769bbcce1_1676751856594,0,1676751889959,2
LmShot|fsg_d01769bbcce1_1676751907534,0,1676751917655,2
LmShot|fsg_d01769bbcce1_1676751946020,0,1676751955995,2
LmShot|fsg_d01769bbcce1_1676751983081,0,1676751991348,1
LmShot|fsg_d01769bbcce1_1676752016042,0,1676752023066,1
LmShot|fsg_d01769bbcce1_1676752056711,0,1676752067073,2
LmShot|fsg_d01769bbcce1_1676752135969,0,1676752145143,2
LmShot|fsg_d01769bbcce1_1676752153119,0,1676752344990,2
LmShot|fsg_d01769bbcce1_1676752166353,0,1676752346123,2
LmShot|fsg_d01769bbcce1_1676752219052,0,1676752346654,2
LmShot|fsg_d01769bbcce1_1676752237025,0,1676752347066,2
LmShot|fsg_d01769bbcce1_1676752256740,0,1676752347605,2
LmShot|fsg_d01769bbcce1_1676752277082,0,1676752348325,2
LmShot|fsg_d01769bbcce1_1676752297854,0,1676752348832,2
LmShot|fsg_d01769bbcce1_1676752313967,0,1676752349570,2
LmShot|fsg_d01769bbcce1_1676752329300,0,1676752350074,2
LmShot|fsg_d01769bbcce1_1676752357933,0,1676752364456,1
LmShot|fsg_d01769bbcce1_1676752371141,0,1676752378269,1
LmShot|fsg_d01769bbcce1_1676752415296,0,1676752424329,1
LmShot|fsg_d01769bbcce1_1676752434282,0,1676752442672,1
LmShot|fsg_d01769bbcce1_1676752457002,0,1676752465634,1
LmShot|fsg_d01769bbcce1_1676752482845,0,1676752491120,1
LmShot|fsg_d01769bbcce1_1676752498459,0,1676752506894,1
LmShot|fsg_d01769bbcce1_1676752515038,0,1676752522338,1
LmShot|fsg_d01769bbcce1_1676752561124,0,1676752567800,1
LmShot|fsg_d01769bbcce1_1676752638269,0,1676752645300,1
LmShot|fsg_d01769bbcce1_1676752651755,0,1676752658352,1
LmShot|fsg_d01769bbcce1_1676752685082,0,1676752692025,1
LmShot|fsg_d01769bbcce1_1676752701587,0,1676752708535,1
LmShot|fsg_d01769bbcce1_1676752718775,0,1676752726751,1
LmShot|fsg_d01769bbcce1_1676752732925,0,1676752740743,1
LmShot|fsg_d01769bbcce1_1676752749284,0,1676752755211,1
LmShot|fsg_d01769bbcce1_1676752761743,0,1676752768976,1
LmShot|fsg_d01769bbcce1_1676752775788,0,1676752782756,1
LmShot|fsg_d01769bbcce1_1676752794534,0,1676752801836,1
LmShot|fsg_d01769bbcce1_1676752806699,0,1676752813273,1
LmShot|fsg_d01769bbcce1_1676752819066,0,1676752827009,1
LmShot|fsg_d01769bbcce1_1676752842793,0,1676752850090,1
LmShot|fsg_d01769bbcce1_1676752857655,0,1676752865161,1
LmShot|fsg_d01769bbcce1_1676752871509,0,1676752879507,1
LmShot|fsg_d01769bbcce1_1676752887254,0,1676752894949,1
LmShot|fsg_d01769bbcce1_1676752899816,0,1676752907266,1
LmShot|fsg_d01769bbcce1_1676752915446,0,1676752922689,1
LmShot|fsg_d01769bbcce1_1676752944917,0,1676752952486,1
LmShot|fsg_d01769bbcce1_1676752957233,0,1676752963636,1
LmShot|fsg_d01769bbcce1_1676752977152,0,1676752983471,1
LmShot|fsg_d01769bbcce1_1676753002233,0,1676753011115,1
LmShot|fsg_d01769bbcce1_1676753024499,0,1676753033114,1
LmShot|fsg_d01769bbcce1_1676753036874,0,1676753044189,1
LmShot|fsg_d01769bbcce1_1678572050544,0,1678572056826,1
LmShot|fsg_d01769bbcce1_1678572084362,0,1678572090690,1
LmShot|fsg_d01769bbcce1_1678572140473,0,1678572146111,1
LmShot|fsg_d01769bbcce1_1678572170819,0,1678572178607,1
LmShot|fsg_d01769bbcce1_1678572208076,0,1678572213895,1
LmShot|fsg_d01769bbcce1_1678572240611,0,1678572245380,1
LmShot|fsg_d01769bbcce1_1678572326251,0,1678572337732,2
LmShot|fsg_d01769bbcce1_1678572371209,0,1678572375775,1
LmShot|fsg_d01769bbcce1_1678572413107,0,1678572456439,3
LmShot|fsg_d01769bbcce1_1678572525853,0,1678572539331,2
LmShot|fsg_d01769bbcce1_1678572572168,0,1678572578553,2
LmShot|fsg_d01769bbcce1_1678572602815,0,1678572610282,1
LmShot|fsg_d01769bbcce1_1678572647370,0,1678572652453,1
LmShot|fsg_d01769bbcce1_1678572705864,0,1678575668868,4
LmShot|fsg_d01769bbcce1_1678572747720,0,1678575677833,4
LmShot|fsg_d01769bbcce1_1678572818786,0,1678572825665,2
LmShot|fsg_d01769bbcce1_1678572854214,0,1678575662511,3
LmShot|fsg_d01769bbcce1_1678572926242,0,1678572933464,2
LmShot|fsg_d01769bbcce1_1678572977677,0,1678572981505,1
LmShot|fsg_d01769bbcce1_1678573021672,0,1678573027424,2
LmShot|fsg_d01769bbcce1_1678573117179,0,1678575897347,3
LmShot|fsg_d01769bbcce1_1678573167022,0,1678575903453,2
LmShot|fsg_d01769bbcce1_1678573199986,0,1678575916416,3
LmShot|fsg_d01769bbcce1_1678573235491,0,1678575923114,3
LmShot|fsg_d01769bbcce1_1678573332122,0,1678575935353,3
LmShot|fsg_d01769bbcce1_1678573364085,0,1678575942441,3
LmShot|fsg_d01769bbcce1_1678573401840,0,1678575948825,2
LmShot|fsg_d01769bbcce1_1678573447028,0,1678575956423,2
LmShot|fsg_d01769bbcce1_1678573484829,0,1678573490158,2
LmShot|fsg_d01769bbcce1_1678573598747,0,1678575833437,2
LmShot|fsg_d01769bbcce1_1678573634563,0,1678575826715,3
LmShot|fsg_d01769bbcce1_1678573669051,0,1678575804612,2
LmShot|fsg_d01769bbcce1_1678573702837,0,1678575791351,4
LmShot|fsg_d01769bbcce1_1678573725878,0,1678575712784,2
LmShot|fsg_d01769bbcce1_1678573753510,0,1678575770971,4
LmShot|fsg_d01769bbcce1_1678573786580,0,1678575759914,2
LmShot|fsg_d01769bbcce1_1678573816618,0,1678575750686,2
LmShot|fsg_d01769bbcce1_1678661234706,0,1678661242923,1
LmShot|fsg_d01769bbcce1_1678661304406,0,1678661311711,1
LmShot|fsg_d01769bbcce1_1678661344862,0,1678661354270,1
LmShot|fsg_d01769bbcce1_1678661384487,0,1678661392635,1
LmShot|fsg_d01769bbcce1_1678661466438,0,1678661473250,1
LmShot|fsg_d01769bbcce1_1678661496374,0,1678661505774,1
LmShot|fsg_d01769bbcce1_1678661527957,0,1678661534986,1
LmShot|fsg_d01769bbcce1_1678661567434,0,1678661574719,1
LmShot|fsg_d01769bbcce1_1678661604492,0,1678661612038,1
LmShot|fsg_d01769bbcce1_1678661646944,0,1678661655231,1
LmShot|fsg_d01769bbcce1_1678661693990,0,1678661701137,1
LmShot|fsg_d01769bbcce1_1678661726494,0,1678661772039,3
LmShot|fsg_d01769bbcce1_1678661779587,0,1678661788585,1
LmShot|fsg_d01769bbcce1_1678661839703,0,1678661847376,1
LmShot|fsg_d01769bbcce1_1678661873985,0,1678661883199,1
LmShot|fsg_d01769bbcce1_1678661903323,0,1678661910015,1
LmShot|fsg_d01769bbcce1_1678661949562,0,1678661959138,1
LmShot|fsg_d01769bbcce1_1678662102926,0,1678662110276,1
LmShot|fsg_d01769bbcce1_1678662155000,0,1678662164093,1
LmShot|fsg_d01769bbcce1_1678662190724,0,1678662196168,1
LmShot|fsg_d01769bbcce1_1678662214935,0,1678662223326,1
LmShot|fsg_d01769bbcce1_1678662281816,0,1678662288253,1
LmShot|fsg_d01769bbcce1_1678662322773,0,1678662328696,1
LmShot|fsg_d01769bbcce1_1678662353116,0,1678662359835,1
LmShot|fsg_d01769bbcce1_1678662399483,0,1678662407340,1
LmShot|fsg_d01769bbcce1_1678662439180,0,1678662445568,1
LmShot|fsg_d01769bbcce1_1678662492628,0,1678662501644,1
LmShot|fsg_d01769bbcce1_1678662545873,0,1678662551604,1
LmShot|fsg_d01769bbcce1_1678662588121,0,1678662595166,1
LmShot|fsg_d01769bbcce1_1678662606650,0,1678662613469,1
LmShot|fsg_d01769bbcce1_1678662620470,0,1678662626034,1
LmShot|fsg_d01769bbcce1_1678662641706,0,1678662648702,1
LmShot|fsg_d01769bbcce1_1678831252273,0,1678832506557,2
LmShot|fsg_d01769bbcce1_1678831289244,0,1678832506814,2
LmShot|fsg_d01769bbcce1_1678831333492,0,1678832507018,2
LmShot|fsg_d01769bbcce1_1678831390260,0,1678832507291,2
LmShot|fsg_d01769bbcce1_1678831439584,0,1678832507577,2
LmShot|fsg_d01769bbcce1_1678831489222,0,1678832507856,2
LmShot|fsg_d01769bbcce1_1678831529316,0,1678832508156,2
LmShot|fsg_d01769bbcce1_1678831588317,0,1678832508358,2
LmShot|fsg_d01769bbcce1_1678831672571,0,1678832508569,2
LmShot|fsg_d01769bbcce1_1678831719065,0,1678832508797,2
LmShot|fsg_d01769bbcce1_1678831775247,0,1678832509039,2
LmShot|fsg_d01769bbcce1_1678831851633,0,1678832509251,2
LmShot|fsg_d01769bbcce1_1678831886971,0,1678832509595,2
LmShot|fsg_d01769bbcce1_1678831994547,0,1678832509885,2
LmShot|fsg_d01769bbcce1_1678832066596,0,1678832510114,2
LmShot|fsg_d01769bbcce1_1678832136737,0,1678832510476,2
LmShot|fsg_d01769bbcce1_1678832165590,0,1678832510729,2
LmShot|fsg_d01769bbcce1_1678832208576,0,1678832511027,2
LmShot|fsg_d01769bbcce1_1678832245612,0,1678832511318,2
LmShot|fsg_d01769bbcce1_1678832290021,0,1678832511626,2
LmShot|fsg_d01769bbcce1_1678832328401,0,1678832511906,2
LmShot|fsg_d01769bbcce1_1678832355909,0,1678832512127,4
LmShot|fsg_d01769bbcce1_1678832409509,0,1678832512369,2
LmShot|fsg_d01769bbcce1_1678832484460,0,1678832512612,2
LmShot|fsg_d01769bbcce1_1678832531624,0,1678832538408,1
LmShot|fsg_d01769bbcce1_1678832594221,0,1678832603306,1
LmShot|fsg_d01769bbcce1_1678832629248,0,1678832637778,1
LmShot|fsg_d01769bbcce1_1678832654770,0,1678832664804,1
LmShot|fsg_d01769bbcce1_1678832687484,0,1678832695704,2
LmShot|fsg_d01769bbcce1_1678832726478,0,1678832733588,1
LmShot|fsg_d01769bbcce1_1678832758571,0,1678832766383,1
LmShot|fsg_d01769bbcce1_1678832802232,0,1678832809942,1
LmShot|fsg_d01769bbcce1_1678832839440,0,1678832845781,1
LmShot|fsg_d01769bbcce1_1678832869777,0,1678832876838,1
LmShot|fsg_d01769bbcce1_1678832912677,0,1678832921155,1
LmShot|fsg_d01769bbcce1_1678832968687,0,1678832976579,2
LmShot|fsg_d01769bbcce1_1678833013516,0,1678833020776,1
LmShot|fsg_d01769bbcce1_1678833061524,0,1678833069135,1
LmShot|fsg_d01769bbcce1_1678833123910,0,1678833129944,1
LmShot|fsg_d01769bbcce1_1678833169257,0,1678833181259,3
LmShot|fsg_d01769bbcce1_1678833215722,0,1678833228128,2
LmShot|fsg_d01769bbcce1_1680469906339,0,1680469913907,1
LmShot|fsg_d01769bbcce1_1680469952602,0,1680469959291,1
LmShot|fsg_d01769bbcce1_1680469993319,0,1680469999981,1
LmShot|fsg_d01769bbcce1_1680470025193,0,1680470031235,1
LmShot|fsg_d01769bbcce1_1680470055756,0,1680470060828,1
LmShot|fsg_d01769bbcce1_1680470094447,0,1680470102645,1
LmShot|fsg_d01769bbcce1_1680470144222,0,1680470150880,1
LmShot|fsg_d01769bbcce1_1680470175437,0,1680470182724,1
LmShot|fsg_d01769bbcce1_1680470209533,0,1680470217278,1
LmShot|fsg_d01769bbcce1_1680470254436,0,1680470261269,1
LmShot|fsg_d01769bbcce1_1680470290134,0,1680470298446,1
LmShot|fsg_d01769bbcce1_1680470325686,0,1680470332262,1
LmShot|fsg_d01769bbcce1_1680470376434,0,1680470381842,1
LmShot|fsg_d01769bbcce1_1680470406878,0,1680470412063,1
LmShot|fsg_d01769bbcce1_1680470452764,0,1680470460525,1
LmShot|fsg_d01769bbcce1_1680470489007,0,1680470495395,1
LmShot|fsg_d01769bbcce1_1680470526476,0,1680470533079,1
LmShot|fsg_d01769bbcce1_1680470567909,0,1680470574589,1
LmShot|fsg_d01769bbcce1_1680470618315,0,1680470623664,1
LmShot|fsg_d01769bbcce1_1680470700542,0,1680470707326,1
LmShot|fsg_d01769bbcce1_1680470752199,0,1680470757227,1
LmShot|fsg_d01769bbcce1_1680470826013,0,1680470832146,1
LmShot|fsg_d01769bbcce1_1680470856429,0,1680470863957,1
LmShot|fsg_d01769bbcce1_1680470884664,0,1680470889749,1
LmShot|fsg_d01769bbcce1_1680470926663,0,1680470933939,1
LmShot|fsg_d01769bbcce1_1680470978086,0,1680470982018,1
